Date,c,o,h,l,v
2016-03-31,359.77680737506,362.10950621431,364.44220505356,353.94506027694,3005
2016-04-03,362.10950621431,359.77680737506,362.10950621431,352.77871085731,3267
2016-04-04,358.61045795544,362.10950621431,360.94315679469,357.44410853581,1303
2016-04-05,356.27775911619,357.44410853581,358.61045795544,355.11140969656,4150
2016-04-06,360.94315679469,356.27775911619,362.34277609823,359.77680737506,823
2016-04-10,357.44410853581,360.94315679469,358.37718807151,356.27775911619,897
2016-04-11,355.57794946441,357.44410853581,357.91064830366,355.57794946441,285
2016-04-12,352.77871085731,355.57794946441,356.27775911619,350.44601201806,3720
2016-04-14,366.30836412496,352.77871085731,366.30836412496,337.14962863434,12262
2016-04-17,364.20893516963,366.77490389281,366.77490389281,360.01007725899,1515
2016-04-18,366.54163400888,364.44220505356,366.54163400888,362.10950621431,5575
2016-04-19,366.54163400888,366.54163400888,369.10760273206,360.94315679469,5416
2016-04-20,367.24144366066,366.54163400888,369.10760273206,366.54163400888,16903
2016-04-21,367.70798342851,367.24144366066,367.70798342851,360.94315679469,3631
2016-04-24,367.70798342851,367.70798342851,368.17452319636,362.34277609823,3409
2016-04-25,369.10760273206,367.70798342851,369.10760273206,364.67547493748,2991
2016-04-26,365.60855447318,369.10760273206,366.77490389281,363.74239540178,4279
2016-04-27,371.20703168738,365.60855447318,371.20703168738,364.44220505356,6012
2016-04-28,365.14201470533,371.20703168738,373.77300041055,365.14201470533,2387
2016-05-02,366.77490389281,365.14201470533,371.44030157131,366.77490389281,669
2016-05-03,367.94125331243,366.77490389281,367.94125331243,365.60855447318,3633
2016-05-04,369.10760273206,367.94125331243,373.77300041055,362.34277609823,2995
2016-05-05,366.77490389281,369.10760273206,369.10760273206,362.57604598216,2388
2016-05-08,365.60855447318,366.77490389281,366.77490389281,360.94315679469,4152
2016-05-09,365.60855447318,364.44220505356,367.24144366066,363.27585563393,8253
2016-05-10,366.77490389281,364.44220505356,371.90684133916,364.44220505356,6252
2016-05-11,371.20703168738,366.77490389281,371.20703168738,365.60855447318,6077
2016-05-12,369.34087261598,373.30646064271,373.30646064271,367.94125331243,1958
2016-05-15,370.27395215168,377.27204866943,377.27204866943,370.27395215168,3914
2016-05-16,373.77300041055,370.27395215168,373.77300041055,366.77490389281,4608
2016-05-17,371.44030157131,372.60665099093,372.60665099093,370.27395215168,4551
2016-05-18,384.5034150711,371.44030157131,384.5034150711,376.1056992498,4331
2016-05-19,385.4364946068,384.5034150711,387.53592356212,383.10379576755,3920
2016-05-22,387.76919344605,385.4364946068,390.1018922853,378.67166797298,2813
2016-05-23,388.00246332997,387.76919344605,390.1018922853,384.73668495503,4264
2016-05-24,385.4364946068,388.00246332997,390.1018922853,383.10379576755,6737
2016-05-25,380.7710969283,385.4364946068,390.1018922853,380.7710969283,5313
2016-05-26,383.10379576755,380.7710969283,384.27014518718,369.57414249991,2250
2016-05-29,380.7710969283,383.10379576755,384.73668495503,380.7710969283,4736
2016-05-30,384.96995483895,380.7710969283,386.3695741425,379.13820774083,8201
2016-05-31,383.10379576755,384.96995483895,387.76919344605,383.10379576755,7004
2016-06-01,381.93744634793,383.10379576755,384.27014518718,380.7710969283,3566
2016-06-02,377.0387787855,381.93744634793,381.93744634793,376.1056992498,2162
2016-06-05,366.77490389281,377.0387787855,374.93934983018,366.77490389281,4786
2016-06-06,369.10760273206,366.77490389281,373.30646064271,368.40779308028,575
2016-06-07,374.70607994625,369.57414249991,377.9718583212,369.57414249991,4480
2016-06-08,386.60284402642,374.70607994625,386.60284402642,376.1056992498,8101
2016-06-09,407.59713357967,390.1018922853,415.76157951704,383.10379576755,21723
2016-06-12,401.99865636547,407.59713357967,413.42888067779,393.60094054417,17744
2016-06-13,409.92983241892,401.99865636547,409.92983241892,395.93363938342,24210
2016-06-14,421.59332661516,411.09618183854,423.92602545441,411.09618183854,26431
2016-06-15,447.2530138469,429.05796290076,449.58571268615,429.05796290076,32064
2016-06-16,476.41174933751,447.2530138469,487.84197364983,455.18418990035,39483
2016-06-19,457.75015862352,476.41174933751,483.40984585526,446.08666442728,28046
2016-06-20,444.4537752398,457.75015862352,461.24920688239,436.75586907028,9451
2016-06-21,453.08476094502,444.4537752398,454.25111036465,447.2530138469,6139
2016-06-22,478.74444817676,453.08476094502,481.54368678386,453.08476094502,28042
2016-06-23,478.74444817676,478.74444817676,504.17086552458,478.74444817676,31702
